time,.data
2019/09/05/07:27:29.529021,3.08176740286
2019/09/05/07:27:29.542010,3.08176740286
2019/09/05/07:27:29.555440,3.08176740286
2019/09/05/07:27:29.569968,3.08176740286
2019/09/05/07:27:29.584169,3.08176740286
2019/09/05/07:27:29.597323,3.08176740286
2019/09/05/07:27:29.611103,3.08176740286
2019/09/05/07:27:29.624262,3.08176740286
2019/09/05/07:27:29.637075,3.08176740286
2019/09/05/07:27:29.650986,3.08176740286
2019/09/05/07:27:29.663984,3.08176740286
2019/09/05/07:27:29.677144,3.08176740286
2019/09/05/07:27:29.690060,3.08176740286
2019/09/05/07:27:29.703998,3.08176740286
2019/09/05/07:27:29.717144,3.08176740286
2019/09/05/07:27:29.729995,3.08176740286
2019/09/05/07:27:29.743038,3.08023342207
2019/09/05/07:27:29.756160,3.08023342207
2019/09/05/07:27:29.769052,3.07869944129
2019/09/05/07:27:29.782084,3.07869944129
2019/09/05/07:27:29.795316,3.07869944129
2019/09/05/07:27:29.809044,3.07869944129
2019/09/05/07:27:29.821957,3.07869944129
2019/09/05/07:27:29.835181,3.07869944129
2019/09/05/07:27:29.848129,3.07869944129
2019/09/05/07:27:29.861190,3.07869944129
2019/09/05/07:27:29.874057,3.07869944129
2019/09/05/07:27:29.886974,3.07869944129
2019/09/05/07:27:29.899993,3.07869944129
2019/09/05/07:27:29.913136,3.07869944129
2019/09/05/07:27:29.926149,3.07869944129
2019/09/05/07:27:29.939326,3.07869944129
2019/09/05/07:27:29.953037,3.08023342207
2019/09/05/07:27:29.966029,3.07869944129
2019/09/05/07:27:29.979319,3.07869944129
2019/09/05/07:27:29.992049,3.07869944129
2019/09/05/07:27:30.005371,3.07869944129
2019/09/05/07:27:30.018072,3.07869944129
2019/09/05/07:27:30.031146,3.07869944129
2019/09/05/07:27:30.044069,3.07869944129
2019/09/05/07:27:30.057005,3.07869944129
2019/09/05/07:27:30.070014,3.07869944129
2019/09/05/07:27:30.083067,3.07869944129
2019/09/05/07:27:30.096038,3.08023342207
2019/09/05/07:27:30.109107,3.07869944129
2019/09/05/07:27:30.121945,3.07869944129
2019/09/05/07:27:30.135034,3.07869944129
2019/09/05/07:27:30.148149,3.07869944129
2019/09/05/07:27:30.161153,3.07869944129
2019/09/05/07:27:30.173943,3.0771654605
2019/09/05/07:27:30.187171,3.0771654605
2019/09/05/07:27:30.199955,3.07563147971
2019/09/05/07:27:30.212996,3.07563147971
2019/09/05/07:27:30.226135,3.07563147971
2019/09/05/07:27:30.239003,3.07563147971
2019/09/05/07:27:30.252044,3.07563147971
2019/09/05/07:27:30.265033,3.07563147971
2019/09/05/07:27:30.277972,3.07563147971
2019/09/05/07:27:30.291101,3.07563147971
2019/09/05/07:27:30.304004,3.0771654605
2019/09/05/07:27:30.316961,3.07563147971
2019/09/05/07:27:30.330022,3.07563147971
2019/09/05/07:27:30.342954,3.0771654605
2019/09/05/07:27:30.355958,3.07563147971
2019/09/05/07:27:30.369028,3.07563147971
2019/09/05/07:27:30.381932,3.07563147971
2019/09/05/07:27:30.395006,3.07563147971
2019/09/05/07:27:30.407910,3.07563147971
2019/09/05/07:27:30.421024,3.07563147971
2019/09/05/07:27:30.433919,3.07563147971
2019/09/05/07:27:30.447001,3.07563147971
2019/09/05/07:27:30.460046,3.0771654605
2019/09/05/07:27:30.472955,3.07563147971
2019/09/05/07:27:30.485911,3.07563147971
2019/09/05/07:27:30.498878,3.07563147971
2019/09/05/07:27:30.511967,3.07563147971
2019/09/05/07:27:30.524958,3.07563147971
2019/09/05/07:27:30.538104,3.0771654605
2019/09/05/07:27:30.550892,3.07563147971
2019/09/05/07:27:30.563943,3.07563147971
2019/09/05/07:27:30.576911,3.07563147971
2019/09/05/07:27:30.589848,3.07563147971
2019/09/05/07:27:30.602926,3.07563147971
2019/09/05/07:27:30.615891,3.07563147971
2019/09/05/07:27:30.628839,3.07563147971
2019/09/05/07:27:30.642019,3.07563147971
2019/09/05/07:27:30.655971,3.07563147971
2019/09/05/07:27:30.669936,3.07563147971
2019/09/05/07:27:30.683357,3.07563147971
2019/09/05/07:27:30.696879,3.07563147971
2019/09/05/07:27:30.709853,3.07563147971
2019/09/05/07:27:30.722905,3.07563147971
2019/09/05/07:27:30.735981,3.07563147971
2019/09/05/07:27:30.749024,3.07563147971
2019/09/05/07:27:30.762874,3.07563147971
2019/09/05/07:27:30.775815,3.07563147971
2019/09/05/07:27:30.788960,3.07563147971
2019/09/05/07:27:30.803314,3.07563147971
2019/09/05/07:27:30.816892,3.07563147971
2019/09/05/07:27:30.829848,3.07563147971
2019/09/05/07:27:30.847901,3.07563147971
2019/09/05/07:27:30.855915,3.07563147971
2019/09/05/07:27:30.868885,3.07563147971
2019/09/05/07:27:30.881932,3.07563147971
2019/09/05/07:27:30.894913,3.07563147971
2019/09/05/07:27:30.908790,3.07563147971
2019/09/05/07:27:30.921894,3.07563147971
2019/09/05/07:27:30.936718,3.07563147971
2019/09/05/07:27:30.948970,3.07563147971
2019/09/05/07:27:30.961853,3.07563147971
2019/09/05/07:27:30.974913,3.07563147971
2019/09/05/07:27:30.987976,3.07563147971
2019/09/05/07:27:31.002983,3.07563147971
2019/09/05/07:27:31.015747,3.07563147971
2019/09/05/07:27:31.028953,3.07563147971
2019/09/05/07:27:31.041813,3.07563147971
2019/09/05/07:27:31.055064,3.07563147971
2019/09/05/07:27:31.069049,3.07563147971
2019/09/05/07:27:31.082706,3.07563147971
2019/09/05/07:27:31.094893,3.07563147971
2019/09/05/07:27:31.107971,3.07563147971
2019/09/05/07:27:31.120956,3.07563147971
2019/09/05/07:27:31.133833,3.07563147971
2019/09/05/07:27:31.146958,3.07563147971
2019/09/05/07:27:31.159761,3.07563147971
2019/09/05/07:27:31.172856,3.07563147971
2019/09/05/07:27:31.188830,3.07563147971
2019/09/05/07:27:31.200997,3.07563147971
2019/09/05/07:27:31.213789,3.07563147971
2019/09/05/07:27:31.226926,3.07563147971
2019/09/05/07:27:31.239777,3.07563147971
2019/09/05/07:27:31.252829,3.07563147971
2019/09/05/07:27:31.265701,3.07563147971
2019/09/05/07:27:31.279050,3.07563147971
2019/09/05/07:27:31.291860,3.07563147971
2019/09/05/07:27:31.304841,3.07563147971
2019/09/05/07:27:31.317847,3.07563147971
2019/09/05/07:27:31.331002,3.07563147971
2019/09/05/07:27:31.344716,3.07563147971
2019/09/05/07:27:31.357779,3.07563147971
2019/09/05/07:27:31.370896,3.07563147971
2019/09/05/07:27:31.383753,3.07563147971
2019/09/05/07:27:31.396857,3.07563147971
2019/09/05/07:27:31.409799,3.07563147971
2019/09/05/07:27:31.422897,3.07563147971
2019/09/05/07:27:31.435732,3.07563147971
2019/09/05/07:27:31.448772,3.07563147971
2019/09/05/07:27:31.461699,3.07563147971
2019/09/05/07:27:31.474976,3.07563147971
2019/09/05/07:27:31.488879,3.07563147971
2019/09/05/07:27:31.501790,3.07563147971
2019/09/05/07:27:31.514792,3.07563147971
2019/09/05/07:27:31.528014,3.07563147971
2019/09/05/07:27:31.540906,3.07563147971
2019/09/05/07:27:31.555677,3.07563147971
2019/09/05/07:27:31.568871,3.07563147971
2019/09/05/07:27:31.581739,3.07563147971
2019/09/05/07:27:31.595094,3.07563147971
2019/09/05/07:27:31.608644,3.07563147971
2019/09/05/07:27:31.621695,3.07563147971
2019/09/05/07:27:31.634944,3.07563147971
2019/09/05/07:27:31.647832,3.07409749892
2019/09/05/07:27:31.660817,3.07409749892
2019/09/05/07:27:31.673803,3.07256351813
2019/09/05/07:27:31.686814,3.07256351813
2019/09/05/07:27:31.699733,3.07102953735
2019/09/05/07:27:31.712807,3.07102953735
2019/09/05/07:27:31.725854,3.07102953735
2019/09/05/07:27:31.739891,3.07102953735
2019/09/05/07:27:31.752693,3.06949555656
2019/09/05/07:27:31.765711,3.06949555656
2019/09/05/07:27:31.778692,3.06949555656
2019/09/05/07:27:31.792794,3.06949555656
2019/09/05/07:27:31.805711,3.06796157577
2019/09/05/07:27:31.818711,3.06949555656
2019/09/05/07:27:31.832684,3.06949555656
2019/09/05/07:27:31.845839,3.06796157577
2019/09/05/07:27:31.858819,3.06949555656
2019/09/05/07:27:31.871802,3.06949555656
2019/09/05/07:27:31.884690,3.06796157577
2019/09/05/07:27:31.897857,3.06796157577
2019/09/05/07:27:31.910806,3.06949555656
2019/09/05/07:27:31.923908,3.06796157577
2019/09/05/07:27:31.936911,3.06949555656
2019/09/05/07:27:31.949834,3.06796157577
2019/09/05/07:27:31.962767,3.06796157577
2019/09/05/07:27:31.975654,3.06796157577
