time,.x,.y,.z
2019/09/05/07:27:26.275795,0.345380599909,0.0039354599306,0.0
2019/09/05/07:27:26.289105,0.34538488806,0.00393282474511,0.0
2019/09/05/07:27:26.303102,0.345388250815,0.00393144135658,0.0
2019/09/05/07:27:26.316685,0.345388524114,0.0039270102874,0.0
2019/09/05/07:27:26.328713,0.345394738596,0.00393414024128,0.0
2019/09/05/07:27:26.341702,0.345394791005,0.0039395908273,0.0
2019/09/05/07:27:26.355315,0.345394791005,0.0039395908273,0.0
2019/09/05/07:27:26.368235,0.345392831648,0.00394291262841,0.0
2019/09/05/07:27:26.381830,0.345396018389,0.00393457735142,0.0
2019/09/05/07:27:26.394741,0.345391347508,0.0039424166727,0.0
2019/09/05/07:27:26.407710,0.345397628796,0.00394427361317,0.0
2019/09/05/07:27:26.420805,0.345395616697,0.00395449156248,0.0
2019/09/05/07:27:26.434698,0.345395616697,0.00395449156248,0.0
2019/09/05/07:27:26.447652,0.345381028377,0.00395586620559,0.0
2019/09/05/07:27:26.460845,0.345381028377,0.00395586620559,0.0
2019/09/05/07:27:26.475089,0.345378872019,0.00396224169968,0.0
2019/09/05/07:27:26.487751,0.34538073661,0.00395329303256,0.0
2019/09/05/07:27:26.500651,0.345380712548,0.00394833075076,0.0
2019/09/05/07:27:26.514853,0.345384039044,0.00394526615285,0.0
2019/09/05/07:27:26.528757,0.34538476247,0.00393975823982,0.0
2019/09/05/07:27:26.542905,0.345384786288,0.00393931071316,0.0
2019/09/05/07:27:26.555853,0.345385396157,0.00393942416946,0.0
2019/09/05/07:27:26.569853,0.3453839266,0.00394486513496,0.0
2019/09/05/07:27:26.583678,0.3453839266,0.00394486513496,0.0
2019/09/05/07:27:26.597653,0.345379639103,0.00393288055187,0.0
2019/09/05/07:27:26.612217,0.345379639103,0.00393288055187,0.0
2019/09/05/07:27:26.625946,0.345388646178,0.00392793988015,0.0
2019/09/05/07:27:26.638888,0.345387448607,0.00393071973814,0.0
2019/09/05/07:27:26.652670,0.345391754449,0.00393531980347,0.0
2019/09/05/07:27:26.666871,0.345394382292,0.00394823855784,0.0
2019/09/05/07:27:26.679660,0.34539258226,0.00394908785228,0.0
2019/09/05/07:27:26.692737,0.345399035164,0.00395174679214,0.0
2019/09/05/07:27:26.705757,0.345403797611,0.00395036247201,0.0
2019/09/05/07:27:26.718789,0.345410215205,0.00395121895979,0.0
2019/09/05/07:27:26.732821,0.345410215205,0.00395121895979,0.0
2019/09/05/07:27:26.745900,0.3454021063,0.00395194087906,0.0
2019/09/05/07:27:26.758881,0.345405593214,0.00393752669619,0.0
2019/09/05/07:27:26.771875,0.345400430512,0.00393784828055,0.0
2019/09/05/07:27:26.784750,0.345397960293,0.00392930319602,0.0
2019/09/05/07:27:26.797974,0.345392419781,0.00393006106282,0.0
2019/09/05/07:27:26.810679,0.34539707847,0.00392482419174,0.0
2019/09/05/07:27:26.823706,0.345399736482,0.00392510976207,0.0
2019/09/05/07:27:26.836637,0.345399736482,0.00392510976207,0.0
2019/09/05/07:27:26.849714,0.345391263628,0.0039227540859,0.0
2019/09/05/07:27:26.862745,0.345391263628,0.0039227540859,0.0
2019/09/05/07:27:26.875864,0.345388314593,0.00391621889954,0.0
2019/09/05/07:27:26.888601,0.345385699724,0.00391946316699,0.0
2019/09/05/07:27:26.903207,0.34538641728,0.00392121565765,0.0
2019/09/05/07:27:26.914765,0.34538641728,0.00392121565765,0.0
2019/09/05/07:27:26.928199,0.345395067658,0.00391477156664,0.0
2019/09/05/07:27:26.940617,0.345390051559,0.00391283700607,0.0
2019/09/05/07:27:26.953852,0.345390051559,0.00391283700607,0.0
2019/09/05/07:27:26.966635,0.345386125873,0.0039078538352,0.0
2019/09/05/07:27:26.979986,0.345386275017,0.00390667664883,0.0
2019/09/05/07:27:26.992729,0.345392796842,0.00391587831892,0.0
2019/09/05/07:27:27.005672,0.345398272621,0.00391628733222,0.0
2019/09/05/07:27:27.018884,0.345398565516,0.00391981768249,0.0
2019/09/05/07:27:27.031638,0.345398565516,0.00391981768249,0.0
2019/09/05/07:27:27.044859,0.345390675779,0.00392707618595,0.0
2019/09/05/07:27:27.057723,0.345392839756,0.00393042443088,0.0
2019/09/05/07:27:27.070663,0.345392839756,0.00393042443088,0.0
2019/09/05/07:27:27.083832,0.345390229473,0.00394239317225,0.0
2019/09/05/07:27:27.096695,0.345393321115,0.00393137416626,0.0
2019/09/05/07:27:27.109684,0.345390729846,0.00391973782778,0.0
2019/09/05/07:27:27.122564,0.34538895638,0.00391920978638,0.0
2019/09/05/07:27:27.135634,0.34538895638,0.00391920978638,0.0
2019/09/05/07:27:27.148772,0.345395087078,0.00392113952551,0.0
2019/09/05/07:27:27.161703,0.345393214156,0.00392951754506,0.0
2019/09/05/07:27:27.175031,0.345390058025,0.0039191824788,0.0
2019/09/05/07:27:27.187701,0.3453923293,0.00391302485385,0.0
2019/09/05/07:27:27.200542,0.345397574846,0.00391513318386,0.0
2019/09/05/07:27:27.213701,0.345397574846,0.00391513318386,0.0
2019/09/05/07:27:27.226722,0.345392775681,0.0039127465768,0.0
2019/09/05/07:27:27.239664,0.345386681694,0.00391640832875,0.0
2019/09/05/07:27:27.252645,0.345387485936,0.00391360711407,0.0
2019/09/05/07:27:27.265891,0.345385027591,0.00389880799086,0.0
2019/09/05/07:27:27.278526,0.345383703785,0.00389850610136,0.0
2019/09/05/07:27:27.291634,0.345389034125,0.00389307644194,0.0
2019/09/05/07:27:27.304512,0.345389034125,0.00389307644194,0.0
2019/09/05/07:27:27.317675,0.345393318896,0.0038987431782,0.0
2019/09/05/07:27:27.331654,0.345393318896,0.0038987431782,0.0
2019/09/05/07:27:27.344677,0.345396669849,0.00390025711721,0.0
2019/09/05/07:27:27.357412,0.345392002711,0.0039128263088,0.0
2019/09/05/07:27:27.370457,0.345385862821,0.00389519793443,0.0
2019/09/05/07:27:27.384489,0.345371698004,0.00390762803543,0.0
2019/09/05/07:27:27.397749,0.345369571882,0.00390232240926,0.0
2019/09/05/07:27:27.410451,0.345365571308,0.00390523507431,0.0
2019/09/05/07:27:27.424789,0.345365921457,0.00390012323632,0.0
2019/09/05/07:27:27.437453,0.345370309945,0.0039024837817,0.0
2019/09/05/07:27:27.450474,0.345370358149,0.00389878895579,0.0
2019/09/05/07:27:27.463583,0.345370358149,0.00389878895579,0.0
2019/09/05/07:27:27.476691,0.345378521222,0.00388824847412,0.0
2019/09/05/07:27:27.489682,0.345373398724,0.00388300622914,0.0
2019/09/05/07:27:27.502753,0.345366340968,0.00388130073549,0.0
2019/09/05/07:27:27.515461,0.345366340968,0.00388130073549,0.0
2019/09/05/07:27:27.528512,0.345350520441,0.00388295016792,0.0
2019/09/05/07:27:27.541582,0.345348590254,0.00388296573315,0.0
2019/09/05/07:27:27.554465,0.345348590254,0.00388296573315,0.0
2019/09/05/07:27:27.567727,0.345348445601,0.00387035607773,0.0
2019/09/05/07:27:27.580743,0.345350716107,0.00387585241705,0.0
2019/09/05/07:27:27.594656,0.345346384856,0.00389153089148,0.0
2019/09/05/07:27:27.607542,0.345345219936,0.003879376177,0.0
2019/09/05/07:27:27.620490,0.345339830035,0.00387566227332,0.0
2019/09/05/07:27:27.633497,0.345339830035,0.00387566227332,0.0
2019/09/05/07:27:27.646835,0.345337107108,0.00387083925628,0.0
2019/09/05/07:27:27.659588,0.345332747507,0.00386380827195,0.0
2019/09/05/07:27:27.672558,0.345328539485,0.00385558529007,0.0
2019/09/05/07:27:27.685733,0.345329173051,0.00386600756446,0.0
2019/09/05/07:27:27.698758,0.345330475745,0.0038682532133,0.0
2019/09/05/07:27:27.711492,0.345325937943,0.00386929766974,0.0
2019/09/05/07:27:27.724542,0.345325937943,0.00386929766974,0.0
2019/09/05/07:27:27.737575,0.345322820957,0.00387221530371,0.0
2019/09/05/07:27:27.750468,0.345322820957,0.00387221530371,0.0
2019/09/05/07:27:27.763523,0.345323378447,0.00386730677481,0.0
2019/09/05/07:27:27.776678,0.345320944073,0.00387598976397,0.0
2019/09/05/07:27:27.789457,0.345318323664,0.00387665479306,0.0
2019/09/05/07:27:27.802549,0.345313301787,0.00388090811714,0.0
2019/09/05/07:27:27.815419,0.345313301787,0.00388090811714,0.0
2019/09/05/07:27:27.828430,0.345308469231,0.00388478401638,0.0
2019/09/05/07:27:27.841598,0.34530972478,0.00388412149529,0.0
2019/09/05/07:27:27.854692,0.34530972478,0.00388412149529,0.0
2019/09/05/07:27:27.867559,0.345311405488,0.00387613680026,0.0
2019/09/05/07:27:27.880659,0.345318734652,0.00386584538514,0.0
2019/09/05/07:27:27.893614,0.345328918374,0.00386248020327,0.0
2019/09/05/07:27:27.906749,0.345324225885,0.00387201407972,0.0
2019/09/05/07:27:27.919436,0.345313551158,0.00387085974154,0.0
2019/09/05/07:27:27.932837,0.345306822472,0.00388283940217,0.0
2019/09/05/07:27:27.945549,0.345306822472,0.00388283940217,0.0
2019/09/05/07:27:27.958759,0.345306951219,0.00388066469149,0.0
2019/09/05/07:27:27.971548,0.345306540336,0.00386930904192,0.0
2019/09/05/07:27:27.984555,0.345303833696,0.00386516185741,0.0
2019/09/05/07:27:27.997650,0.345300729429,0.00386571361541,0.0
2019/09/05/07:27:28.010460,0.345298597033,0.00386291008857,0.0
2019/09/05/07:27:28.023759,0.345300582795,0.00386196336141,0.0
2019/09/05/07:27:28.036713,0.345300582795,0.00386196336141,0.0
2019/09/05/07:27:28.049698,0.345296906452,0.00386631464554,0.0
2019/09/05/07:27:28.062545,0.345296484141,0.00386608632002,0.0
2019/09/05/07:27:28.075572,0.345292516878,0.00386173221652,0.0
2019/09/05/07:27:28.088470,0.345313789607,0.00383796060733,0.0
2019/09/05/07:27:28.101538,0.344533459237,0.006725849914,0.0
2019/09/05/07:27:28.114514,0.344533459237,0.006725849914,0.0
2019/09/05/07:27:28.127609,0.341415361827,0.019260268901,0.0
2019/09/05/07:27:28.140383,0.335043563325,0.040335078246,0.0
2019/09/05/07:27:28.153732,0.329118904549,0.0603857645404,0.0
2019/09/05/07:27:28.166379,0.326491926083,0.0665033898311,0.0
2019/09/05/07:27:28.181630,0.327307552982,0.0602053188115,0.0
2019/09/05/07:27:28.192664,0.327307552982,0.0602053188115,0.0
2019/09/05/07:27:28.205386,0.326800947029,0.057986633298,0.0
2019/09/05/07:27:28.218554,0.326800947029,0.057986633298,0.0
2019/09/05/07:27:28.231524,0.325531540927,0.0623488361015,0.0
2019/09/05/07:27:28.244744,0.325935983706,0.0612531727339,0.0
2019/09/05/07:27:28.257511,0.328477258891,0.0536119711509,0.0
2019/09/05/07:27:28.270685,0.328477258891,0.0536119711509,0.0
2019/09/05/07:27:28.283645,0.332565514827,0.0422574500811,0.0
2019/09/05/07:27:28.296362,0.333767162207,0.0401906390021,0.0
2019/09/05/07:27:28.309308,0.335332385784,0.036061819356,0.0
2019/09/05/07:27:28.322490,0.335332385784,0.036061819356,0.0
2019/09/05/07:27:28.335506,0.337823777081,0.0285187973165,0.0
2019/09/05/07:27:28.348618,0.340106916842,0.0213060750866,0.0
2019/09/05/07:27:28.361926,0.341548988846,0.0165581156789,0.0
2019/09/05/07:27:28.374417,0.342542691879,0.0131630941644,0.0
2019/09/05/07:27:28.387384,0.343347937105,0.00909058635703,0.0
2019/09/05/07:27:28.400459,0.343347937105,0.00909058635703,0.0
2019/09/05/07:27:28.413386,0.343721708152,0.00468990174283,0.0
2019/09/05/07:27:28.426370,0.34327097874,0.00195663255332,0.0
2019/09/05/07:27:28.439397,0.342437814519,0.000722272798817,0.0
2019/09/05/07:27:28.452346,0.341617735227,0.000121870287139,0.0
2019/09/05/07:27:28.466286,0.341199725446,-0.000674694093792,0.0
2019/09/05/07:27:28.480428,0.341048748398,-0.00105584120299,0.0
2019/09/05/07:27:28.494358,0.341062929359,-0.000925911412621,0.0
2019/09/05/07:27:28.507461,0.341062929359,-0.000925911412621,0.0
2019/09/05/07:27:28.520530,0.341327689235,-0.00105911370977,0.0
2019/09/05/07:27:28.533520,0.341707473946,-0.00124669272161,0.0
2019/09/05/07:27:28.546528,0.342059482836,-0.00121433345948,0.0
2019/09/05/07:27:28.559793,0.342381049672,-0.00127135441265,0.0
2019/09/05/07:27:28.572507,0.342381049672,-0.00127135441265,0.0
2019/09/05/07:27:28.585808,0.342622865563,-0.00143632388147,0.0
2019/09/05/07:27:28.598624,0.342764143715,-0.0015546560539,0.0
2019/09/05/07:27:28.612370,0.342775901471,-0.00171007028237,0.0
2019/09/05/07:27:28.624603,0.34280395123,-0.00190231838324,0.0
2019/09/05/07:27:28.637516,0.342848037747,-0.00195430608637,0.0
2019/09/05/07:27:28.652124,0.342964528954,-0.00201077797175,0.0
2019/09/05/07:27:28.664757,0.343071726744,-0.00209037573221,0.0
2019/09/05/07:27:28.677603,0.343071726744,-0.00209037573221,0.0
2019/09/05/07:27:28.691755,0.343129873592,-0.00214152092112,0.0
2019/09/05/07:27:28.705436,0.343205130816,-0.00223695412139,0.0
2019/09/05/07:27:28.718393,0.343277779867,-0.00231497812985,0.0
2019/09/05/07:27:28.731375,0.343320948742,-0.00240330267802,0.0
2019/09/05/07:27:28.744497,0.343372799922,-0.00247606569843,0.0
2019/09/05/07:27:28.757393,0.343436040234,-0.00250021089395,0.0
2019/09/05/07:27:28.770206,0.343491906999,-0.00247848804565,0.0
2019/09/05/07:27:28.783561,0.343491906999,-0.00247848804565,0.0
2019/09/05/07:27:28.796546,0.343541020047,-0.0024368863874,0.0
2019/09/05/07:27:28.809510,0.343557096833,-0.00240848409026,0.0
2019/09/05/07:27:28.822443,0.343547150024,-0.00240631300357,0.0
2019/09/05/07:27:28.836406,0.343549422667,-0.00241341030586,0.0
2019/09/05/07:27:28.849217,0.343555331806,-0.00239437641639,0.0
2019/09/05/07:27:28.863647,0.343561064165,-0.00238766900809,0.0
2019/09/05/07:27:28.876349,0.343561064165,-0.00238766900809,0.0
2019/09/05/07:27:28.889798,0.343605089512,-0.00229261315857,0.0
2019/09/05/07:27:28.903618,0.343605089512,-0.00229261315857,0.0
2019/09/05/07:27:28.916441,0.343625900766,-0.00223149123363,0.0
2019/09/05/07:27:28.929574,0.343632820875,-0.00219331687856,0.0
2019/09/05/07:27:28.942657,0.343613449628,-0.00219235329426,0.0
2019/09/05/07:27:28.955441,0.343611167797,-0.0022067775176,0.0
2019/09/05/07:27:28.968371,0.343590869169,-0.0022159310072,0.0
2019/09/05/07:27:28.981331,0.343590869169,-0.0022159310072,0.0
2019/09/05/07:27:28.994399,0.343577975633,-0.002230385821,0.0
2019/09/05/07:27:29.007353,0.343582225889,-0.00222555185671,0.0
2019/09/05/07:27:29.020338,0.343600869636,-0.00223482356017,0.0
2019/09/05/07:27:29.033379,0.343628719383,-0.0022487788472,0.0
2019/09/05/07:27:29.046817,0.343654517334,-0.00227215794922,0.0
2019/09/05/07:27:29.060492,0.343662878222,-0.0023201688022,0.0
2019/09/05/07:27:29.073291,0.343673152408,-0.0023756291631,0.0
2019/09/05/07:27:29.086243,0.343673152408,-0.0023756291631,0.0
2019/09/05/07:27:29.100368,0.343677667987,-0.0024795761376,0.0
2019/09/05/07:27:29.113364,0.343677667987,-0.0024795761376,0.0
2019/09/05/07:27:29.127366,0.343658388183,-0.00251759450144,0.0
2019/09/05/07:27:29.140173,0.343645070637,-0.00254289755481,0.0
2019/09/05/07:27:29.154660,0.3436379658,-0.002541397841,0.0
2019/09/05/07:27:29.167402,0.34362887727,-0.00253353561851,0.0
2019/09/05/07:27:29.180426,0.34362887727,-0.00253353561851,0.0
2019/09/05/07:27:29.194303,0.343631811457,-0.00254439748165,0.0
